Scheme Code,Scheme Name,Fund House,Category,Latest_NAV,Return_1Y,Return_3Y,Return_5Y,Expense_Ratio,Risk_Level,AUM_Cr
148096,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,0.2893,3.86,58.45,138.63,0.64,High,11170.56
148098,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,0.2477,34.2,39.33,143.97,0.29,Low,14182.63
148094,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan,Nippon India Mutual Fund,Open Ended Schemes,0.5036,21.93,14.19,120.64,1.84,Moderate,42904.59
148097,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,0.2763,1.73,31.64,120.25,2.14,High,35423.89
148100,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan,Nippon India Mutual Fund,Open Ended Schemes,0.4333,-2.98,30.46,121.59,1.37,Low,45838.32
148095,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,0.2405,18.94,17.8,40.65,2.38,High,36031.51
148261,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,Nippon India Mutual Fund,Open Ended Schemes,0.0,31.81,68.93,76.57,1.19,Moderate,48900.2
148258,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan,Nippon India Mutual Fund,Open Ended Schemes,0.0,34.34,24.99,126.1,1.82,Very High,43059.63
148259,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan,Nippon India Mutual Fund,Open Ended Schemes,0.0,-1.59,27.98,62.82,0.28,Low,9376.36
119792,SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Open Ended Schemes,16.8989,25.06,57.21,24.12,0.42,Moderate,13717.81
119793,SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Open Ended Schemes,24.7832,11.84,28.12,143.7,1.5,Low,8015.33
119798,SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,SBI Mutual Fund,Open Ended Schemes,53.2561,-1.53,12.72,50.02,1.64,Low,16056.69
118211,SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Open Ended Schemes,16.2179,-5.79,65.59,38.04,2.0,Very High,29535.13
102505,SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,49.0002,-5.37,53.61,113.13,0.9,Very High,31864.6
102506,SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Open Ended Schemes,22.1522,-9.41,40.87,32.92,2.39,High,3490.73
148239,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,31.86,41.49,59.82,2.49,Moderate,12904.15
148241,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,27.22,33.16,128.41,0.47,High,7405.37
148242,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,0.0,23.52,22.02,68.67,1.49,High,46928.52
148238,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,21.25,53.21,119.41,1.08,Low,35878.15
148240,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,24.98,61.73,98.16,1.09,Moderate,35218.38
148245,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,13.82,45.94,22.24,2.34,Low,26438.6
148234,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,31.6,70.91,88.34,2.2,High,25125.89
148236,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,-8.75,18.98,58.95,1.16,High,31512.75
148237,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,0.0,-4.41,61.1,138.19,0.28,Moderate,44741.93
148235,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,3.77,49.4,91.78,0.24,High,14299.89
148244,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,11.55,49.0,23.52,0.32,Moderate,22076.8
148243,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,13.57,67.23,144.65,2.35,High,25637.32
148432,UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,25.18,53.37,19.43,1.93,Moderate,1252.89
148427,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,21.28,5.64,83.47,1.91,High,15717.12
148429,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,23.27,62.51,54.7,1.13,Low,16893.35
148430,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,0.0,32.13,9.5,63.96,1.01,Moderate,1076.96
148431,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,17.13,33.16,43.79,0.43,Low,26510.4
148428,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,-6.65,60.01,87.3,1.33,High,3026.04
148420,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,-0.78,49.44,27.18,1.43,Moderate,22206.76
148426,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,27.51,38.69,129.22,2.47,Moderate,21623.0
148425,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,0.0,17.73,64.76,76.55,0.29,Moderate,24689.6
148424,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,32.42,40.64,77.75,2.27,Low,44194.81
148423,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,0.51,70.69,43.98,2.44,Moderate,11873.78
148422,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,15.34,31.38,144.68,0.6,Very High,33315.65
147659,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,30.57,11.03,39.08,0.75,Low,24750.93
147656,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,15.73,6.35,49.73,2.34,Low,14134.11
147651,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,0.0,-4.19,6.32,14.07,1.29,High,49765.68
147660,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,8.88,69.96,74.83,0.61,Moderate,37539.22
147653,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,3.69,53.52,56.71,1.67,High,4085.63
147655,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,0.83,26.4,117.38,2.46,Moderate,20708.87
147657,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,27.38,39.66,10.51,1.29,High,10956.47
147654,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,3.09,69.19,85.35,1.38,Very High,42457.57
147650,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,0.0,-8.07,59.79,71.18,2.01,Low,37305.13
147658,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,31.77,17.72,68.14,1.65,Moderate,37398.29
147652,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,-3.56,40.88,138.96,1.22,Moderate,2070.67
147649,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option,UTI Mutual Fund,Open Ended Schemes,0.0,15.06,48.64,44.19,0.58,Moderate,10386.09
148147,UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,2.6874,5.01,57.85,130.58,1.05,High,47796.83
148146,UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,2.4018,26.74,37.53,138.48,1.45,Low,12510.42
148156,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW,UTI Mutual Fund,Open Ended Schemes,1.7437,27.72,30.72,96.71,0.81,High,19231.23
148151,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW,UTI Mutual Fund,Open Ended Schemes,1.7035,0.88,57.19,89.34,0.35,Moderate,45987.3
148145,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW,UTI Mutual Fund,Open Ended Schemes,1.7067,-4.85,64.61,134.9,1.78,Moderate,3586.91
148154,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW,UTI Mutual Fund,Open Ended Schemes,1.6036,33.05,7.03,117.73,1.55,Moderate,30191.11
148150,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW,UTI Mutual Fund,Open Ended Schemes,1.8964,26.31,33.96,80.96,1.48,Moderate,7755.07
148155,UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW,UTI Mutual Fund,Open Ended Schemes,1.6027,6.3,43.81,99.22,2.42,Very High,27205.81
148149,UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW,UTI Mutual Fund,Open Ended Schemes,1.559,27.91,17.77,62.46,0.55,High,38528.46
148152,UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW,UTI Mutual Fund,Open Ended Schemes,1.6108,12.36,70.85,119.61,2.32,Low,38192.38
148153,UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Monthly IDCW,UTI Mutual Fund,Open Ended Schemes,1.4422,14.21,26.59,83.87,0.59,High,32587.95
148148,UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW,UTI Mutual Fund,Open Ended Schemes,1.706,8.69,43.41,121.54,2.4,High,3658.34
117981,UTI Credit Risk Fund  - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,18.1287,24.85,38.27,93.43,2.13,Moderate,12713.35
135290,UTI Credit Risk Fund - Direct Plan - Annual IDCW,UTI Mutual Fund,Open Ended Schemes,13.0853,-5.56,41.31,27.62,1.33,High,10888.48
136302,UTI Credit Risk Fund - Direct Plan - Flexi IDCW,UTI Mutual Fund,Open Ended Schemes,13.0898,15.61,40.67,41.94,0.53,Low,38878.18
120764,UTI Credit Risk Fund - Direct Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,20.625,32.8,15.97,120.12,2.14,High,28164.33
135418,UTI Credit Risk Fund - Direct Plan - Half-Yearly IDCW,UTI Mutual Fund,Open Ended Schemes,13.1369,8.1,20.61,82.51,1.76,Moderate,4748.68
131419,UTI Credit Risk Fund - Direct Plan - Monthly IDCW,UTI Mutual Fund,Open Ended Schemes,11.3499,4.94,51.63,126.49,0.37,Moderate,6063.6
120765,UTI Credit Risk Fund - Direct Plan - Quarterly IDCW,UTI Mutual Fund,Open Ended Schemes,14.554,2.03,5.12,119.24,1.2,Moderate,28797.35
133344,UTI Credit Risk Fund - Regular Plan - Annual IDCW,UTI Mutual Fund,Open Ended Schemes,12.0969,-9.56,31.49,67.14,1.37,High,18853.44
135051,UTI Credit Risk Fund - Regular Plan - Flexi IDCW,UTI Mutual Fund,Open Ended Schemes,11.7685,26.58,41.85,136.26,0.52,Very High,5554.92
135419,UTI Credit Risk Fund - Regular Plan - Half-Yearly IDCW,UTI Mutual Fund,Open Ended Schemes,12.1612,25.04,69.7,91.08,2.06,Moderate,48254.79
131418,UTI Credit Risk Fund - Regular Plan - Monthly IDCW,UTI Mutual Fund,Open Ended Schemes,10.8866,9.45,61.52,73.61,0.22,High,6507.12
117982,UTI Credit Risk Fund - Regular Plan - Quarterly IDCW,UTI Mutual Fund,Open Ended Schemes,12.8772,0.2,29.49,63.98,1.77,Low,24936.31
122612,360 ONE Dynamic Bond Fund - Regular Plan - Growth Option,360 ONE Mutual Fund,Open Ended Schemes,24.0111,21.12,55.1,102.76,1.08,Low,16474.17
122715,360 ONE Dynamic Bond Fund Direct Plan Growth,360 ONE Mutual Fund,Open Ended Schemes,25.395,-9.1,15.65,69.13,1.68,Low,25949.04
122721,360 ONE Dynamic Bond Fund Direct Plan Monthly Dividend,360 ONE Mutual Fund,Open Ended Schemes,14.2399,34.93,31.21,35.77,0.99,High,35280.05
122717,360 ONE Dynamic Bond Fund Direct Plan Quarterly Dividend,360 ONE Mutual Fund,Open Ended Schemes,23.4302,17.58,72.6,79.29,1.12,High,34083.13
122711,360 ONE Dynamic Bond Fund Regular Plan Bonus,360 ONE Mutual Fund,Open Ended Schemes,24.011,-5.58,6.35,88.15,1.31,Very High,21596.83
122720,360 ONE Dynamic Bond Fund Regular Plan Half Yearly Dividend,360 ONE Mutual Fund,Open Ended Schemes,23.1706,9.9,7.25,84.73,2.2,Moderate,44428.49
122719,360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend,360 ONE Mutual Fund,Open Ended Schemes,13.1294,23.81,70.44,52.4,1.4,Moderate,37070.52
122712,360 ONE Dynamic Bond Fund Regular Plan Quarterly Dividend,360 ONE Mutual Fund,Open Ended Schemes,23.1708,6.05,5.5,135.63,2.34,Moderate,25379.51
119505,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,52.7972,22.56,24.09,113.14,1.18,Very High,23497.0
102767,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,48.9324,26.41,7.91,122.1,1.72,Moderate,15899.08
132918,Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,13.2507,-7.34,45.1,14.03,0.35,Very High,11513.14
119503,Aditya Birla Sun Life Dynamic Bond Fund -DIRECT - MONTHLY IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,11.285,-1.55,54.94,114.15,0.31,High,41513.49
119502,Aditya Birla Sun Life Dynamic Bond Fund -Direct - Quarterly IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,11.2178,-6.8,24.84,99.39,0.44,High,10030.35
132917,Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,12.17,-4.42,24.0,126.41,0.26,Moderate,24313.13
111521,Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,10.7781,-6.42,8.02,48.24,0.58,Very High,14266.86
102766,Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,10.8976,28.82,72.26,73.3,0.6,Moderate,20248.69
120451,Axis Dynamic Bond Fund - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,34.6425,9.36,18.44,74.74,0.82,Low,5419.81
120450,Axis Dynamic Bond Fund - Direct Plan - Half Yearly IDCW,Axis Mutual Fund,Open Ended Schemes,13.1503,23.09,31.04,87.82,1.56,Low,17009.74
120452,Axis Dynamic Bond Fund - Direct Plan - Quarterly IDCW,Axis Mutual Fund,Open Ended Schemes,11.5071,34.38,43.37,35.24,1.03,Very High,39207.24
115068,Axis Dynamic Bond Fund - Regular Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,31.4496,29.19,42.73,109.13,2.23,High,5642.9
115131,Axis Dynamic Bond Fund - Regular Plan - Half Yearly IDCW,Axis Mutual Fund,Open Ended Schemes,11.9576,10.55,47.52,64.65,0.66,Moderate,48405.25
115069,Axis Dynamic Bond Fund - Regular Plan - Quarterly IDCW,Axis Mutual Fund,Open Ended Schemes,11.526,-9.83,53.59,28.31,1.89,High,12981.78
108561,BANDHAN Dynamic Bond Fund - Regular Plan B - Quarterly IDCW,Bandhan Mutual Fund,Open Ended Schemes,11.9972,15.07,55.32,23.47,2.37,High,47111.33
108675,BANDHAN Dynamic Bond Fund - Regular Plan B - Annual IDCW,Bandhan Mutual Fund,Open Ended Schemes,11.6388,9.37,52.09,72.97,1.56,Moderate,35522.04
111524,BANDHAN Dynamic Bond Fund - Regular Plan B - Growth,Bandhan Mutual Fund,Open Ended Schemes,35.9765,29.42,71.13,124.13,0.32,Low,33004.93
122868,BANDHAN Dynamic Bond Fund - Regular Plan B - Half Yearly IDCW,Bandhan Mutual Fund,Open Ended Schemes,11.2517,-7.7,5.38,73.56,1.3,Moderate,23286.1
111523,BANDHAN Dynamic Bond Fund - Regular Plan B - IDCW,Bandhan Mutual Fund,Open Ended Schemes,13.7561,-9.9,68.88,68.37,1.66,Moderate,19361.09
131397,BANDHAN Dynamic Bond Fund - Regular Plan B - Periodic IDCW,Bandhan Mutual Fund,Open Ended Schemes,14.2962,15.37,52.89,64.73,1.57,High,42911.07
118415,BANDHAN Dynamic Bond Fund-Direct Plan-Annual IDCW,Bandhan Mutual Fund,Open Ended Schemes,12.1748,28.7,31.99,10.64,1.58,Moderate,30946.05
118416,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,Bandhan Mutual Fund,Open Ended Schemes,40.3301,1.46,28.49,122.94,2.48,High,32448.56
122618,BANDHAN Dynamic Bond Fund-Direct Plan-Half Yearly IDCW,Bandhan Mutual Fund,Open Ended Schemes,11.4886,-5.24,44.39,18.69,0.85,Moderate,657.91
118417,BANDHAN Dynamic Bond Fund-Direct Plan-IDCW,Bandhan Mutual Fund,Open Ended Schemes,17.3147,23.09,19.93,15.53,0.38,High,27050.5
131396,BANDHAN Dynamic Bond Fund-Direct Plan-Periodic IDCW,Bandhan Mutual Fund,Open Ended Schemes,14.1411,18.65,33.99,19.72,0.32,Moderate,38348.61
118418,BANDHAN Dynamic Bond Fund-Direct Plan-Quarterly IDCW,Bandhan Mutual Fund,Open Ended Schemes,14.0884,32.6,61.59,133.91,2.22,Low,37204.91
150179,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Daily IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.1148,29.06,68.93,15.79,0.63,Very High,34259.65
150180,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,52.343,25.62,16.53,114.12,1.14,Very High,48576.11
150181,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Half Yearly IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.0,16.47,32.99,57.79,0.59,Low,30869.13
150182,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Monthly IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.4974,-9.84,18.89,91.08,1.0,Low,46554.45
150183,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Quarterly IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.5191,-1.92,71.22,104.2,0.66,Moderate,25467.76
150184,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Weekly IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.134,26.1,14.59,64.19,0.14,High,12981.2
150174,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Daily IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.1148,13.17,8.21,132.8,0.16,High,45861.65
150173,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,46.5527,-8.63,62.54,137.58,2.04,Very High,41876.73
150178,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Half Yearly IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.2156,0.95,43.0,144.34,2.04,Moderate,40950.3
150176,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Monthly IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.2358,26.47,7.72,147.57,2.18,Low,48370.34
150177,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Quarterly IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.1804,3.28,5.79,102.77,2.14,Low,31333.28
150175,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Weekly IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.1318,-2.38,22.71,74.78,1.89,Moderate,44805.22
150172,Baroda BNP Paribas Dynamic Bond Fund-Defunct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,32.7831,26.96,26.3,121.57,0.7,Moderate,23925.05
118284,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Open Ended Schemes,33.1103,27.76,40.51,53.49,1.93,Moderate,36739.93
118283,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Open Ended Schemes,14.9437,-2.69,39.32,121.16,0.39,Moderate,12240.73
111962,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Open Ended Schemes,29.703,7.63,44.47,17.93,2.09,Moderate,23717.45
111963,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Open Ended Schemes,13.2532,3.8,36.39,119.74,2.28,Low,43705.62
119239,DSP Strategic Bond Fund - Direct Plan - Growth,DSP Mutual Fund,Open Ended Schemes,3709.9433,20.32,52.26,106.26,1.05,High,26596.59
119238,DSP Strategic Bond Fund - Direct Plan - IDCW,DSP Mutual Fund,Open Ended Schemes,2527.6763,15.05,51.51,140.41,0.29,Low,18856.24
119240,DSP Strategic Bond Fund - Direct Plan - IDCW - Daily,DSP Mutual Fund,Open Ended Schemes,1049.5175,6.29,70.23,44.95,1.11,Low,8145.67
119236,DSP Strategic Bond Fund - Direct Plan - IDCW - Monthly,DSP Mutual Fund,Open Ended Schemes,1082.2696,13.23,13.95,77.12,2.31,Moderate,24190.67
119237,DSP Strategic Bond Fund - Direct Plan - IDCW - Weekly,DSP Mutual Fund,Open Ended Schemes,990.0,31.93,41.79,64.8,2.09,Very High,36725.54
105669,DSP Strategic Bond Fund - Regular Plan - Growth,DSP Mutual Fund,Open Ended Schemes,3458.1979,-2.88,65.81,114.96,0.52,Very High,35672.22
105668,DSP Strategic Bond Fund - Regular Plan - IDCW,DSP Mutual Fund,Open Ended Schemes,1276.1984,14.4,49.63,124.03,1.15,Moderate,30196.29
111786,DSP Strategic Bond Fund - Regular Plan - IDCW - Daily,DSP Mutual Fund,Open Ended Schemes,1068.7997,14.51,73.37,142.41,1.39,High,15944.84
105667,DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly,DSP Mutual Fund,Open Ended Schemes,1072.5249,24.18,21.98,101.73,1.59,Low,4739.01
105878,DSP Strategic Bond Fund - Regular Plan - IDCW - Weekly,DSP Mutual Fund,Open Ended Schemes,1058.5188,7.62,6.29,65.17,0.19,High,41954.2
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,84.0329,18.29,56.78,106.51,1.77,Moderate,35257.2
118496,Franklin India Dynamic Accrual Fund - Direct - IDCW ,Franklin Templeton Mutual Fund,Open Ended Schemes,14.1635,-2.7,29.36,115.35,0.67,Very High,14040.86
100498,Franklin India Dynamic Accrual Fund - IDCW ,Franklin Templeton Mutual Fund,Open Ended Schemes,15.6675,-2.17,60.76,133.18,0.32,High,22210.53
148308,Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Growth Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,23.95,31.19,57.22,1.51,Very High,29049.73
148307,Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,8.47,46.78,23.87,1.59,Moderate,16647.81
147982,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,28.22,54.53,110.97,0.77,Low,36227.38
147984,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,-7.32,18.25,120.66,2.47,Low,43998.24
147983,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,11.01,71.46,87.52,0.77,High,42189.29
147981,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,27.78,40.11,57.52,1.41,Moderate,24768.55
147985,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,34.45,59.23,92.81,1.31,Low,7014.35
147988,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,0.92,8.87,43.41,1.36,High,11986.82
