Transaction_ID,Investor_ID,Scheme_Code,Transaction_Date,Transaction_Type,Units,NAV,Amount,State,KYC_Status
TXN021228,INV108037,119551,2017-05-26,SIP,68.973,144.139,9941.7,Uttar Pradesh,Verified
TXN012065,INV108040,120841,2017-05-26,SIP,68.159,50.1525,3418.34,Karnataka,Verified
TXN016725,INV108052,118632,2017-05-29,Lumpsum,20.971,29.8361,625.69,Tamil Nadu,Verified
TXN005232,INV108051,119092,2017-05-29,Lumpsum,36.287,3431.7449,124527.73,Telangana,Verified
TXN003393,INV108050,118632,2017-05-29,SIP,70.927,29.8361,2116.19,Maharashtra,Verified
TXN000867,INV108049,119092,2017-05-29,SIP,141.609,3431.7449,485965.96,Gujarat,Verified
TXN013273,INV108047,119551,2017-05-29,Lumpsum,171.44,144.139,24711.19,Tamil Nadu,Verified
TXN008468,INV108046,118632,2017-05-29,SIP,23.205,29.8361,692.35,Punjab,Verified
TXN018132,INV108045,125497,2017-05-29,SIP,67.251,44.4295,2987.93,Delhi,Rejected
TXN008782,INV108048,119092,2017-05-29,Lumpsum,188.49,3431.7449,646849.6,Maharashtra,Verified
TXN017630,INV108059,120503,2017-05-30,SIP,106.255,37.7915,4015.54,West Bengal,Verified
TXN008299,INV108063,120503,2017-05-30,SIP,20.454,37.7915,772.99,West Bengal,Verified
TXN001755,INV108061,119551,2017-05-30,Lumpsum,141.257,144.1695,20364.95,Maharashtra,Verified
TXN013215,INV108060,118632,2017-05-30,Redemption,25.666,29.9735,769.3,Tamil Nadu,Verified
TXN022523,INV108058,120841,2017-05-30,SIP,157.98,49.9086,7884.56,West Bengal,Pending
TXN023204,INV108062,118632,2017-05-30,Lumpsum,7.157,29.9735,214.52,Tamil Nadu,Verified
TXN005748,INV108056,120503,2017-05-30,SIP,147.336,37.7915,5568.05,Rajasthan,Pending
TXN020964,INV108055,119551,2017-05-30,Lumpsum,61.172,144.1695,8819.14,Karnataka,Verified
TXN023493,INV108054,119092,2017-05-30,Redemption,37.793,3432.3465,129718.67,Telangana,Verified
TXN007472,INV108057,120841,2017-05-30,Lumpsum,178.968,49.9086,8932.04,Tamil Nadu,Verified
TXN008700,INV108053,118632,2017-05-30,SIP,169.2,29.9735,5071.52,Maharashtra,Verified
TXN003508,INV108078,120503,2017-05-31,Lumpsum,144.911,38.0466,5513.37,Gujarat,Verified
TXN011955,INV108077,119092,2017-05-31,SIP,117.908,3432.9463,404771.83,Karnataka,Verified
TXN024168,INV108076,125497,2017-05-31,Redemption,12.21,44.5677,544.17,Gujarat,Verified
TXN016234,INV108075,119092,2017-05-31,Lumpsum,78.623,3432.9463,269908.54,Tamil Nadu,Verified
TXN020202,INV108074,120503,2017-05-31,SIP,112.432,38.0466,4277.66,Tamil Nadu,Verified
TXN006944,INV108073,118632,2017-05-31,Lumpsum,190.168,30.1017,5724.38,Gujarat,Rejected
TXN024476,INV108071,118632,2017-05-31,Lumpsum,194.322,30.1017,5849.42,Delhi,Verified
TXN000515,INV108072,125497,2017-05-31,Lumpsum,107.776,44.5677,4803.33,Tamil Nadu,Verified
TXN022271,INV108069,120841,2017-05-31,Lumpsum,50.528,50.086,2530.75,West Bengal,Verified
TXN014892,INV108068,119551,2017-05-31,Lumpsum,165.908,144.2526,23932.66,Gujarat,Verified
TXN003286,INV108067,118632,2017-05-31,SIP,156.147,30.1017,4700.29,Rajasthan,Verified
TXN024312,INV108066,120841,2017-05-31,SIP,23.213,50.086,1162.65,Delhi,Verified
TXN020014,INV108065,125497,2017-05-31,SIP,44.684,44.5677,1991.46,Rajasthan,Verified
TXN017635,INV108064,120841,2017-05-31,Lumpsum,78.809,50.086,3947.23,Telangana,Verified
TXN002683,INV108070,120841,2017-05-31,Lumpsum,113.606,50.086,5690.07,West Bengal,Verified
TXN013448,INV108079,118632,2017-06-01,SIP,58.368,30.1327,1758.79,Karnataka,Verified
TXN006147,INV108080,119092,2017-06-01,Redemption,173.003,3433.557,594015.66,Delhi,Verified
TXN011368,INV108081,119551,2017-06-01,Lumpsum,145.977,144.4377,21084.58,Punjab,Verified
TXN023078,INV108082,125497,2017-06-01,SIP,16.402,44.592,731.4,Gujarat,Verified
TXN013760,INV108087,125497,2017-06-02,Lumpsum,146.212,44.8693,6560.43,Delhi,Verified
TXN023200,INV108088,125497,2017-06-02,SIP,116.774,44.8693,5239.57,Punjab,Verified
TXN001399,INV108086,120841,2017-06-02,Lumpsum,12.874,50.8137,654.18,Telangana,Verified
TXN005021,INV108083,120503,2017-06-02,SIP,96.777,38.4372,3719.84,Punjab,Verified
TXN004088,INV108084,125497,2017-06-02,Redemption,103.082,44.8693,4625.22,West Bengal,Verified
TXN022078,INV108085,120841,2017-06-02,Lumpsum,185.746,50.8137,9438.44,Rajasthan,Pending
TXN005381,INV108089,119092,2017-06-04,Lumpsum,75.889,3435.3928,260708.52,Maharashtra,Pending
TXN009858,INV108098,120841,2017-06-05,Lumpsum,64.988,51.1389,3323.41,Punjab,Verified
TXN006838,INV108096,119092,2017-06-05,Redemption,74.595,3436.0053,256308.82,Tamil Nadu,Verified
TXN003610,INV108095,125497,2017-06-05,SIP,42.883,45.12,1934.88,Uttar Pradesh,Rejected
TXN003231,INV108094,120841,2017-06-05,Redemption,8.622,51.1389,440.92,Tamil Nadu,Verified
TXN004830,INV108097,119092,2017-06-05,Lumpsum,161.447,3436.0053,554732.75,Maharashtra,Verified
TXN019153,INV108092,119551,2017-06-05,Redemption,115.287,144.5409,16663.69,Telangana,Verified
TXN005792,INV108091,120841,2017-06-05,SIP,58.565,51.1389,2994.95,Rajasthan,Verified
TXN017235,INV108090,120503,2017-06-05,SIP,117.151,38.5761,4519.23,Rajasthan,Pending
TXN008254,INV108093,119551,2017-06-05,SIP,67.345,144.5409,9734.11,Maharashtra,Verified
TXN015868,INV108099,119092,2017-06-06,SIP,83.095,3436.5893,285563.39,Rajasthan,Pending
TXN010876,INV108100,119092,2017-06-06,Lumpsum,79.239,3436.5893,272311.9,Tamil Nadu,Verified
TXN003455,INV108101,119092,2017-06-06,SIP,158.641,3436.5893,545183.96,Tamil Nadu,Verified
TXN022017,INV108102,120503,2017-06-06,SIP,60.461,38.5089,2328.29,Tamil Nadu,Verified
TXN008548,INV108103,120841,2017-06-06,Lumpsum,38.647,50.9186,1967.85,Punjab,Verified
TXN001273,INV108104,125497,2017-06-06,SIP,133.981,44.8932,6014.84,Rajasthan,Verified
TXN002820,INV108105,120503,2017-06-06,SIP,181.945,38.5089,7006.5,Uttar Pradesh,Verified
TXN009985,INV108106,120503,2017-06-06,SIP,190.489,38.5089,7335.52,Rajasthan,Verified
TXN023130,INV108111,120841,2017-06-07,Redemption,54.054,50.9278,2752.85,Karnataka,Verified
TXN000897,INV108110,119092,2017-06-07,SIP,51.978,3437.2181,178659.72,Punjab,Verified
TXN006195,INV108112,119551,2017-06-07,SIP,152.179,144.9507,22058.45,Tamil Nadu,Verified
TXN016206,INV108108,119092,2017-06-07,SIP,82.92,3437.2181,285014.12,Uttar Pradesh,Verified
TXN009634,INV108107,120503,2017-06-07,SIP,131.82,38.7054,5102.15,Telangana,Verified
TXN011321,INV108109,118632,2017-06-07,Lumpsum,177.047,30.4099,5383.98,Gujarat,Verified
TXN016251,INV108117,118632,2017-06-08,SIP,36.762,30.506,1121.46,Delhi,Verified
TXN005127,INV108116,119092,2017-06-08,Redemption,8.807,3437.8295,30276.96,Punjab,Verified
TXN018611,INV108118,125497,2017-06-08,SIP,26.167,45.3666,1187.11,Uttar Pradesh,Verified
TXN015569,INV108114,125497,2017-06-08,SIP,189.082,45.3666,8578.01,Delhi,Verified
TXN011806,INV108113,120841,2017-06-08,SIP,164.825,50.9098,8391.21,Tamil Nadu,Verified
TXN022019,INV108115,118632,2017-06-08,SIP,162.343,30.506,4952.44,Tamil Nadu,Verified
TXN003726,INV108119,119551,2017-06-09,SIP,39.167,145.4447,5696.63,Uttar Pradesh,Verified
TXN004442,INV108120,120503,2017-06-09,Lumpsum,68.878,39.0801,2691.76,West Bengal,Verified
TXN019943,INV108121,119551,2017-06-09,SIP,172.569,145.4447,25099.25,Uttar Pradesh,Verified
TXN001343,INV108122,119092,2017-06-09,Lumpsum,197.716,3438.4636,679839.27,Delhi,Verified
TXN003880,INV108123,119551,2017-06-09,SIP,146.528,145.4447,21311.72,Punjab,Verified
TXN002397,INV108130,125497,2017-06-12,SIP,10.145,45.6426,463.04,Punjab,Verified
TXN010734,INV108133,120503,2017-06-12,Redemption,28.443,39.0069,1109.47,Delhi,Verified
TXN012282,INV108131,119092,2017-06-12,SIP,158.663,3440.2725,545843.96,Delhi,Verified
TXN016770,INV108129,118632,2017-06-12,SIP,25.922,30.3447,786.6,Uttar Pradesh,Verified
TXN009571,INV108132,120841,2017-06-12,Lumpsum,150.434,50.8526,7649.96,Delhi,Verified
TXN015527,INV108127,120503,2017-06-12,Redemption,172.587,39.0069,6732.08,West Bengal,Verified
TXN016153,INV108126,120841,2017-06-12,SIP,128.346,50.8526,6526.73,Maharashtra,Verified
TXN006916,INV108125,120503,2017-06-12,SIP,67.382,39.0069,2628.36,Rajasthan,Verified
TXN007112,INV108124,120503,2017-06-12,Redemption,50.024,39.0069,1951.28,Maharashtra,Verified
TXN007647,INV108128,118632,2017-06-12,Redemption,135.388,30.3447,4108.31,Gujarat,Verified
TXN009856,INV108143,118632,2017-06-13,SIP,133.468,30.4037,4057.92,Telangana,Verified
TXN020447,INV108141,119551,2017-06-13,Redemption,88.426,145.6403,12878.39,Delhi,Verified
TXN014834,INV108140,125497,2017-06-13,Redemption,195.037,45.76,8924.89,Rajasthan,Pending
TXN013470,INV108139,119551,2017-06-13,Lumpsum,90.787,145.6403,13222.25,Delhi,Verified
TXN011482,INV108142,120841,2017-06-13,SIP,158.232,50.7351,8027.92,West Bengal,Pending
TXN011438,INV108137,125497,2017-06-13,SIP,89.106,45.76,4077.49,Karnataka,Verified
TXN003461,INV108136,120503,2017-06-13,SIP,131.004,39.0799,5119.62,Tamil Nadu,Verified
TXN018473,INV108135,125497,2017-06-13,SIP,189.327,45.76,8663.6,Karnataka,Verified
TXN019183,INV108134,118632,2017-06-13,Lumpsum,88.904,30.4037,2703.01,Karnataka,Verified
TXN020944,INV108138,125497,2017-06-13,SIP,43.734,45.76,2001.27,Delhi,Verified
TXN023647,INV108150,119551,2017-06-14,SIP,48.108,145.6607,7007.44,Uttar Pradesh,Pending
TXN004401,INV108149,125497,2017-06-14,SIP,97.815,45.7899,4478.94,Karnataka,Verified
TXN010396,INV108148,120841,2017-06-14,SIP,35.631,50.6685,1805.37,West Bengal,Verified
TXN014779,INV108147,119092,2017-06-14,SIP,22.622,3441.5029,77853.68,Maharashtra,Verified
TXN001285,INV108145,118632,2017-06-14,Lumpsum,28.781,30.3841,874.48,Rajasthan,Rejected
TXN002762,INV108144,119092,2017-06-14,Lumpsum,89.431,3441.5029,307777.05,Telangana,Verified
TXN023443,INV108146,119092,2017-06-14,SIP,162.283,3441.5029,558497.42,Punjab,Verified
TXN024711,INV108157,118632,2017-06-15,Lumpsum,186.849,30.4269,5685.24,Rajasthan,Rejected
TXN018772,INV108160,119092,2017-06-15,SIP,77.774,3442.1103,267706.69,Tamil Nadu,Verified
TXN022096,INV108161,120503,2017-06-15,SIP,74.61,39.0056,2910.21,Gujarat,Verified
TXN016050,INV108158,120841,2017-06-15,SIP,163.774,50.7915,8318.33,Rajasthan,Pending
TXN007618,INV108156,119092,2017-06-15,Lumpsum,179.357,3442.1103,617366.58,West Bengal,Verified
TXN023934,INV108159,119092,2017-06-15,SIP,158.444,3442.1103,545381.72,Telangana,Verified
TXN024627,INV108154,125497,2017-06-15,SIP,106.704,46.1215,4921.35,Delhi,Verified
TXN004670,INV108151,125497,2017-06-15,SIP,117.696,46.1215,5428.32,Karnataka,Verified
TXN009234,INV108155,125497,2017-06-15,SIP,180.603,46.1215,8329.68,Telangana,Verified
TXN014714,INV108153,119092,2017-06-15,SIP,23.162,3442.1103,79726.16,Rajasthan,Pending
TXN021350,INV108152,118632,2017-06-15,SIP,193.811,30.4269,5897.07,Gujarat,Verified
TXN021132,INV108168,125497,2017-06-16,SIP,199.079,46.2799,9213.36,Uttar Pradesh,Verified
TXN007794,INV108167,118632,2017-06-16,SIP,173.902,30.488,5301.92,Gujarat,Verified
TXN014640,INV108166,118632,2017-06-16,SIP,57.133,30.488,1741.87,Uttar Pradesh,Verified
TXN011191,INV108169,120841,2017-06-16,SIP,6.187,50.8527,314.63,Telangana,Verified
TXN012900,INV108164,120841,2017-06-16,SIP,58.081,50.8527,2953.58,Telangana,Verified
TXN002731,INV108163,119092,2017-06-16,SIP,105.893,3442.7067,364558.54,Rajasthan,Verified
TXN003142,INV108162,118632,2017-06-16,Redemption,38.268,30.488,1166.71,Maharashtra,Verified
TXN023719,INV108165,120503,2017-06-16,SIP,64.961,39.0665,2537.8,Punjab,Verified
TXN018160,INV108171,119092,2017-06-18,Redemption,182.697,3443.908,629191.66,West Bengal,Verified
TXN018085,INV108172,119092,2017-06-18,Lumpsum,5.339,3443.908,18387.02,Delhi,Verified
TXN009844,INV108170,119092,2017-06-18,SIP,191.833,3443.908,660655.2,Punjab,Verified
TXN020967,INV108173,120503,2017-06-19,SIP,124.2,39.2961,4880.58,Maharashtra,Verified
TXN013589,INV108174,120503,2017-06-19,SIP,129.45,39.2961,5086.88,Rajasthan,Verified
TXN009229,INV108175,119092,2017-06-19,SIP,91.525,3444.5165,315259.37,Maharashtra,Verified
TXN022137,INV108176,119092,2017-06-19,SIP,162.38,3444.5165,559320.59,Telangana,Verified
TXN022620,INV108177,118632,2017-06-19,Redemption,128.594,30.6373,3939.77,Karnataka,Verified
TXN007706,INV108183,119092,2017-06-20,SIP,128.008,3445.115,441002.28,Punjab,Verified
TXN014010,INV108186,125497,2017-06-20,SIP,164.394,46.6247,7664.82,Gujarat,Rejected
TXN003053,INV108185,119092,2017-06-20,Redemption,178.591,3445.115,615266.53,West Bengal,Verified
TXN004489,INV108184,120841,2017-06-20,SIP,89.653,51.3325,4602.11,Karnataka,Verified
TXN001895,INV108182,119092,2017-06-20,SIP,45.317,3445.115,156122.28,Uttar Pradesh,Rejected
TXN008752,INV108180,120841,2017-06-20,SIP,112.956,51.3325,5798.31,Rajasthan,Verified
TXN002162,INV108179,119092,2017-06-20,Lumpsum,146.255,3445.115,503865.29,Uttar Pradesh,Verified
TXN001583,INV108178,119551,2017-06-20,Lumpsum,127.877,145.8016,18644.67,Telangana,Verified
TXN011572,INV108181,120841,2017-06-20,Lumpsum,194.218,51.3325,9969.7,Gujarat,Verified
TXN023184,INV108194,118632,2017-06-21,SIP,142.553,30.6339,4366.95,Karnataka,Verified
TXN002864,INV108193,120841,2017-06-21,Redemption,115.333,51.1627,5900.75,West Bengal,Verified
TXN009182,INV108192,120503,2017-06-21,SIP,56.59,39.1056,2212.99,Gujarat,Verified
TXN017145,INV108191,120841,2017-06-21,SIP,68.792,51.1627,3519.58,Punjab,Verified
TXN007130,INV108189,119092,2017-06-21,Lumpsum,52.962,3445.7205,182492.25,Punjab,Verified
TXN024519,INV108188,120503,2017-06-21,SIP,108.066,39.1056,4225.99,Maharashtra,Verified
TXN023761,INV108187,119551,2017-06-21,SIP,147.851,145.8889,21569.82,Punjab,Verified
TXN006554,INV108190,119551,2017-06-21,SIP,22.299,145.8889,3253.18,Delhi,Pending
TXN001360,INV108201,118632,2017-06-22,SIP,132.874,30.6326,4070.28,Uttar Pradesh,Verified
TXN010970,INV108204,119551,2017-06-22,SIP,197.604,145.8735,28825.19,Maharashtra,Verified
TXN018557,INV108203,125497,2017-06-22,SIP,30.215,46.9542,1418.72,Delhi,Verified
TXN001703,INV108202,120503,2017-06-22,SIP,72.331,39.1303,2830.33,Tamil Nadu,Verified
TXN022091,INV108200,119092,2017-06-22,SIP,124.751,3446.3278,429932.84,Delhi,Verified
TXN020281,INV108195,120841,2017-06-22,SIP,70.728,51.0105,3607.87,Delhi,Verified
TXN002650,INV108198,119092,2017-06-22,SIP,181.954,3446.3278,627073.13,Gujarat,Pending
TXN017082,INV108197,118632,2017-06-22,SIP,73.928,30.6326,2264.61,Uttar Pradesh,Verified
TXN010254,INV108196,125497,2017-06-22,SIP,62.047,46.9542,2913.37,Telangana,Verified
TXN020355,INV108199,118632,2017-06-22,Lumpsum,72.01,30.6326,2205.85,Gujarat,Verified
TXN007404,INV108210,125497,2017-06-23,Redemption,184.66,46.4126,8570.55,Delhi,Verified
TXN007430,INV108212,120841,2017-06-23,Redemption,137.823,50.634,6978.53,Delhi,Rejected
TXN016575,INV108211,118632,2017-06-23,SIP,39.393,30.4523,1199.61,Gujarat,Verified
TXN009347,INV108209,119551,2017-06-23,Lumpsum,134.781,145.8813,19662.03,Tamil Nadu,Verified
TXN011883,INV108207,119551,2017-06-23,Lumpsum,68.411,145.8813,9979.89,Maharashtra,Pending
TXN004298,INV108208,125497,2017-06-23,SIP,186.315,46.4126,8647.36,Delhi,Verified
TXN009257,INV108206,120503,2017-06-23,SIP,115.447,38.8132,4480.87,Uttar Pradesh,Verified
TXN017439,INV108205,119551,2017-06-23,SIP,173.613,145.8813,25326.89,Tamil Nadu,Verified
TXN012607,INV108213,119092,2017-06-26,SIP,17.571,3448.7966,60598.81,Delhi,Verified
TXN008308,INV108214,119092,2017-06-26,SIP,83.117,3448.7966,286653.63,Uttar Pradesh,Verified
TXN002090,INV108215,119092,2017-06-26,Lumpsum,156.743,3448.7966,540574.73,Rajasthan,Verified
TXN020836,INV108225,119092,2017-06-27,Redemption,91.885,3449.4114,316949.17,Uttar Pradesh,Verified
TXN002356,INV108224,120841,2017-06-27,SIP,106.057,50.1662,5320.48,Uttar Pradesh,Rejected
TXN008966,INV108223,120841,2017-06-27,Redemption,176.271,50.1662,8842.85,Tamil Nadu,Verified
TXN018052,INV108222,125497,2017-06-27,Lumpsum,38.013,46.0949,1752.21,Delhi,Verified
TXN000212,INV108221,125497,2017-06-27,SIP,170.183,46.0949,7844.57,Delhi,Verified
TXN002021,INV108220,119092,2017-06-27,Redemption,21.035,3449.4114,72558.37,Delhi,Verified
TXN009592,INV108219,118632,2017-06-27,Lumpsum,167.765,30.1895,5064.74,Punjab,Verified
TXN007210,INV108218,125497,2017-06-27,SIP,41.143,46.0949,1896.48,Uttar Pradesh,Verified
TXN000636,INV108217,125497,2017-06-27,SIP,127.628,46.0949,5883.0,Gujarat,Verified
TXN015890,INV108216,119551,2017-06-27,SIP,109.845,145.9449,16031.32,Maharashtra,Verified
TXN007455,INV108238,118632,2017-06-28,SIP,50.765,30.1719,1531.68,Rajasthan,Verified
TXN002383,INV108237,119092,2017-06-28,SIP,137.604,3449.9969,474733.37,Punjab,Verified
TXN004101,INV108236,119092,2017-06-28,SIP,148.032,3449.9969,510709.94,Tamil Nadu,Verified
TXN013934,INV108235,119551,2017-06-28,Redemption,181.404,145.8491,26457.61,Maharashtra,Verified
TXN022217,INV108234,120503,2017-06-28,SIP,106.497,38.4284,4092.51,Telangana,Verified
TXN000307,INV108233,120503,2017-06-28,Redemption,164.907,38.4284,6337.11,Karnataka,Verified
TXN007114,INV108232,120503,2017-06-28,SIP,128.315,38.4284,4930.94,Telangana,Verified
TXN015597,INV108231,125497,2017-06-28,Lumpsum,183.968,45.7199,8411.0,Maharashtra,Verified
TXN015017,INV108230,120503,2017-06-28,Lumpsum,130.281,38.4284,5006.49,Telangana,Verified
TXN019974,INV108229,118632,2017-06-28,Redemption,186.737,30.1719,5634.21,West Bengal,Verified
TXN007023,INV108228,120841,2017-06-28,Lumpsum,35.777,50.2621,1798.23,Uttar Pradesh,Verified
TXN011040,INV108227,120841,2017-06-28,SIP,19.453,50.2621,977.75,Rajasthan,Verified
TXN021513,INV108226,125497,2017-06-28,SIP,170.549,45.7199,7797.48,Karnataka,Verified
TXN010703,INV108251,120841,2017-06-29,SIP,150.319,50.6024,7606.5,Karnataka,Verified
TXN021605,INV108250,120841,2017-06-29,Lumpsum,86.406,50.6024,4372.35,Maharashtra,Verified
TXN012990,INV108249,120841,2017-06-29,SIP,37.223,50.6024,1883.57,Punjab,Verified
TXN007893,INV108248,119551,2017-06-29,SIP,161.709,145.8476,23584.87,West Bengal,Verified
TXN014335,INV108247,119551,2017-06-29,SIP,185.043,145.8476,26988.08,Maharashtra,Verified
TXN007081,INV108246,125497,2017-06-29,Lumpsum,119.734,46.1769,5528.94,Tamil Nadu,Verified
TXN021873,INV108243,119092,2017-06-29,SIP,173.533,3450.5748,598788.6,Rajasthan,Verified
TXN009358,INV108244,120841,2017-06-29,SIP,9.459,50.6024,478.65,Tamil Nadu,Verified
TXN019110,INV108242,118632,2017-06-29,Redemption,127.866,30.2774,3871.45,Punjab,Verified
TXN007633,INV108241,120503,2017-06-29,SIP,120.243,38.402,4617.57,Telangana,Verified
TXN005353,INV108240,119092,2017-06-29,SIP,143.542,3450.5748,495302.41,Telangana,Verified
TXN024613,INV108239,119092,2017-06-29,SIP,52.809,3450.5748,182221.4,Uttar Pradesh,Verified
TXN013491,INV108245,120503,2017-06-29,SIP,79.787,38.402,3063.98,West Bengal,Verified
TXN007759,INV108258,120503,2017-06-30,SIP,34.842,38.5957,1344.75,Gujarat,Verified
TXN017813,INV108259,125497,2017-06-30,Lumpsum,165.948,46.3484,7691.42,Telangana,Pending
TXN014990,INV108257,120841,2017-06-30,SIP,193.947,51.0428,9899.6,Telangana,Verified
TXN020376,INV108256,120841,2017-06-30,Lumpsum,21.401,51.0428,1092.37,Tamil Nadu,Verified
TXN000077,INV108255,118632,2017-06-30,Lumpsum,33.454,30.4672,1019.25,Uttar Pradesh,Verified
TXN000249,INV108254,125497,2017-06-30,Redemption,35.879,46.3484,1662.93,West Bengal,Pending
TXN017072,INV108253,118632,2017-06-30,SIP,47.18,30.4672,1437.44,West Bengal,Verified
TXN001107,INV108252,120841,2017-06-30,SIP,71.605,51.0428,3654.92,Maharashtra,Verified
TXN004187,INV108260,119092,2017-07-02,SIP,58.184,3452.5884,200885.4,Uttar Pradesh,Verified
TXN018356,INV108261,119092,2017-07-02,SIP,98.975,3452.5884,341719.94,Delhi,Pending
TXN011395,INV108266,119092,2017-07-03,SIP,27.898,3453.207,96337.57,Maharashtra,Rejected
TXN015820,INV108265,118632,2017-07-03,Lumpsum,48.422,30.7076,1486.92,West Bengal,Verified
TXN000840,INV108267,125497,2017-07-03,SIP,76.679,47.0864,3610.54,Gujarat,Verified
TXN003389,INV108263,125497,2017-07-03,Redemption,133.081,47.0864,6266.31,Rajasthan,Rejected
TXN004128,INV108262,125497,2017-07-03,SIP,171.563,47.0864,8078.28,Tamil Nadu,Verified
TXN018091,INV108264,119551,2017-07-03,Redemption,191.798,145.6663,27938.51,Rajasthan,Verified
TXN010687,INV108268,119551,2017-07-04,Redemption,118.528,145.7582,17276.43,West Bengal,Verified
TXN002487,INV108269,120841,2017-07-04,SIP,41.322,51.4155,2124.59,Uttar Pradesh,Verified
TXN013982,INV108271,119551,2017-07-04,SIP,151.345,145.7582,22059.77,West Bengal,Verified
TXN003823,INV108272,120503,2017-07-04,SIP,75.758,38.7575,2936.19,Punjab,Verified
TXN023472,INV108273,119551,2017-07-04,Redemption,33.616,145.7582,4899.81,Maharashtra,Verified
TXN024676,INV108274,125497,2017-07-04,SIP,110.279,47.3041,5216.65,Gujarat,Verified
TXN020990,INV108275,125497,2017-07-04,SIP,146.254,47.3041,6918.41,Karnataka,Verified
TXN020784,INV108276,119092,2017-07-04,SIP,140.319,3453.8592,484642.07,Delhi,Verified
TXN019232,INV108277,119092,2017-07-04,SIP,41.251,3453.8592,142475.15,Punjab,Pending
TXN004295,INV108270,119551,2017-07-04,SIP,48.341,145.7582,7046.1,West Bengal,Verified
TXN000711,INV108289,119551,2017-07-05,Lumpsum,32.72,145.8498,4772.21,Karnataka,Verified
TXN019952,INV108288,119551,2017-07-05,SIP,110.763,145.8498,16154.76,Delhi,Verified
TXN020371,INV108279,120503,2017-07-05,SIP,189.034,38.8788,7349.42,Telangana,Verified
TXN001501,INV108291,119092,2017-07-05,SIP,34.465,3454.4816,119058.71,Telangana,Verified
TXN011389,INV108287,118632,2017-07-05,SIP,30.414,30.7453,935.09,West Bengal,Verified
TXN024198,INV108290,118632,2017-07-05,Redemption,77.041,30.7453,2368.65,Uttar Pradesh,Verified
TXN004562,INV108286,119092,2017-07-05,Lumpsum,102.825,3454.4816,355207.07,Maharashtra,Verified
TXN013643,INV108278,120503,2017-07-05,Lumpsum,73.913,38.8788,2873.65,Rajasthan,Verified
TXN013031,INV108284,118632,2017-07-05,SIP,9.079,30.7453,279.14,Tamil Nadu,Pending
TXN005545,INV108283,120841,2017-07-05,SIP,150.784,51.6977,7795.19,Rajasthan,Verified
TXN008143,INV108282,119092,2017-07-05,SIP,147.589,3454.4816,509843.48,Delhi,Verified
TXN005383,INV108281,119551,2017-07-05,Lumpsum,155.517,145.8498,22682.12,Karnataka,Verified
TXN016990,INV108280,119551,2017-07-05,SIP,164.374,145.8498,23973.92,Telangana,Pending
TXN019356,INV108285,120503,2017-07-05,Lumpsum,151.183,38.8788,5877.81,Maharashtra,Verified
TXN004106,INV108300,120841,2017-07-06,Lumpsum,115.936,51.78,6003.17,Tamil Nadu,Verified
TXN016105,INV108292,120841,2017-07-06,Lumpsum,160.728,51.78,8322.5,Karnataka,Pending
TXN022115,INV108293,120841,2017-07-06,SIP,85.992,51.78,4452.67,Tamil Nadu,Verified
TXN009041,INV108294,125497,2017-07-06,SIP,9.709,47.6048,462.2,West Bengal,Verified
TXN005524,INV108295,118632,2017-07-06,SIP,119.438,30.9183,3692.82,Uttar Pradesh,Verified
TXN024393,INV108296,119551,2017-07-06,SIP,38.375,145.9371,5600.34,Gujarat,Verified
TXN022698,INV108297,125497,2017-07-06,Lumpsum,158.413,47.6048,7541.22,Maharashtra,Verified
TXN003974,INV108298,120841,2017-07-06,Lumpsum,16.913,51.78,875.76,Tamil Nadu,Verified
TXN017448,INV108299,118632,2017-07-06,SIP,166.954,30.9183,5161.93,Gujarat,Rejected
TXN020540,INV108301,119551,2017-07-06,SIP,71.778,145.9371,10475.07,Uttar Pradesh,Pending
TXN001159,INV108308,118632,2017-07-07,SIP,102.26,30.9141,3161.28,Punjab,Verified
TXN001184,INV108306,120841,2017-07-07,SIP,18.281,51.6244,943.75,West Bengal,Verified
TXN015282,INV108307,118632,2017-07-07,SIP,102.863,30.9141,3179.92,Tamil Nadu,Verified
TXN011366,INV108305,120841,2017-07-07,Lumpsum,22.324,51.6244,1152.46,Rajasthan,Verified
TXN005554,INV108303,120503,2017-07-07,SIP,151.145,38.9992,5894.53,West Bengal,Pending
TXN005108,INV108304,120841,2017-07-07,Lumpsum,155.231,51.6244,8013.71,Uttar Pradesh,Verified
TXN013455,INV108302,120503,2017-07-07,Lumpsum,5.162,38.9992,201.31,Telangana,Verified
TXN015660,INV108316,119551,2017-07-10,SIP,89.755,146.2443,13126.16,West Bengal,Verified
TXN013056,INV108315,119092,2017-07-10,SIP,133.233,3457.6327,460670.78,Maharashtra,Verified
TXN005902,INV108314,125497,2017-07-10,Lumpsum,181.253,47.7571,8656.12,Maharashtra,Rejected
TXN010966,INV108313,120503,2017-07-10,Lumpsum,53.421,39.3134,2100.16,Punjab,Verified
TXN024498,INV108311,125497,2017-07-10,Redemption,139.802,47.7571,6676.54,Telangana,Verified
TXN002058,INV108310,118632,2017-07-10,Redemption,179.765,31.2073,5609.98,Karnataka,Verified
TXN018951,INV108309,125497,2017-07-10,SIP,67.852,47.7571,3240.41,Telangana,Pending
TXN012920,INV108312,120503,2017-07-10,Lumpsum,124.801,39.3134,4906.35,West Bengal,Rejected
TXN008394,INV108323,120841,2017-07-11,SIP,22.897,51.6444,1182.5,Uttar Pradesh,Pending
